carat,cut,color,clarity,table,price
2.3,Ideal,I,SI1,60.0,17193
0.54,Ideal,G,VS1,56.0,1957
0.7,Premium,E,SI2,59.0,2273
2.0,Premium,D,SI2,62.0,12576
1.45,Very Good,I,IF,61.0,9683
0.42,Ideal,G,VVS1,56.0,1179
1.0,Very Good,D,SI2,58.0,4595
1.01,Good,E,SI1,57.0,4692
1.0,Ideal,F,SI1,57.0,5197
0.34,Ideal,E,VS2,56.0,646
1.5,Fair,E,SI1,66.0,11128
1.75,Premium,I,VS1,60.0,12416
0.33,Very Good,G,VS2,61.0,579
0.55,Ideal,F,VS2,57.0,1692
0.23,Very Good,D,VVS1,61.0,492
1.24,Very Good,J,SI2,60.0,3908
0.26,Very Good,F,VS2,59.0,453
0.31,Very Good,G,VVS1,55.0,642
0.34,Ideal,E,VS1,56.0,1033
1.02,Very Good,D,SI1,58.0,5198
1.08,Ideal,D,SI1,57.0,6539
1.5,Ideal,G,SI2,57.0,6720
0.71,Premium,D,SI1,58.0,2797
0.9,Ideal,H,VS1,56.0,5013
0.91,Ideal,G,VS2,57.0,5023
1.01,Ideal,E,SI2,58.0,4668
0.3,Ideal,E,VS2,55.0,844
1.52,Premium,G,VVS2,59.0,15404
1.03,Premium,I,VS1,59.0,5012
0.72,Ideal,F,SI2,55.0,2298
0.28,Ideal,H,VVS2,56.0,514
0.56,Ideal,H,VS1,55.0,1770
0.41,Very Good,D,VS2,58.0,779
0.3,Very Good,G,SI1,63.0,447
0.35,Ideal,J,VS2,55.0,446
1.08,Premium,G,VS2,59.0,6415
1.01,Premium,I,VS2,58.0,4676
0.33,Ideal,H,SI1,56.0,511
2.21,Premium,H,SI2,60.0,14032
0.42,Premium,H,SI1,58.0,898
0.7,Ideal,H,SI1,57.0,2375
1.01,Good,F,SI1,59.0,4899
0.57,Premium,F,VS1,54.0,1815
1.57,Very Good,I,VS1,58.0,10682
2.09,Very Good,F,SI2,60.0,16210
0.41,Ideal,E,SI2,57.0,876
1.14,Ideal,H,VS2,56.0,5831
1.36,Very Good,E,SI2,59.0,7288
0.35,Very Good,G,VVS2,58.0,798
2.01,Good,I,SI1,62.0,14998
0.3,Ideal,H,SI1,54.0,514
2.32,Good,J,SI1,61.0,13654
0.31,Ideal,I,VVS1,53.0,557
1.01,Very Good,D,SI2,59.0,4588
1.49,Ideal,F,I1,54.0,6175
1.32,Premium,H,VS2,59.0,6505
1.63,Very Good,I,SI1,54.0,9090
0.25,Very Good,E,IF,56.0,633
0.8,Fair,E,I1,54.0,1232
0.31,Ideal,D,VS1,57.0,683
1.02,Premium,F,VS1,59.0,6238
0.91,Fair,H,SI2,57.0,2763
0.92,Ideal,H,VS1,57.0,4328
0.78,Premium,J,SI1,60.0,1954
0.32,Premium,H,VVS1,58.0,936
1.12,Premium,H,VS1,58.0,5952
0.78,Ideal,I,VS2,58.0,2652
1.03,Fair,E,SI1,58.0,5624
0.62,Ideal,E,SI1,57.0,1749
0.3,Ideal,E,VVS1,57.0,956
1.07,Premium,H,SI1,61.0,4440
1.02,Good,F,SI2,60.0,4179
0.48,Premium,F,VS2,58.0,1294
0.76,Ideal,I,VS2,56.0,2793
0.31,Ideal,E,VVS2,56.0,766
1.26,Ideal,I,SI2,57.0,4704
0.72,Ideal,H,SI2,55.0,1814
0.4,Good,J,VS2,57.0,591
1.27,Very Good,H,SI1,58.0,7125
1.02,Fair,G,VVS2,59.0,6736
1.36,Ideal,F,VVS2,56.0,12608
1.12,Very Good,G,SI2,58.0,5504
0.5,Ideal,D,VVS2,53.0,2475
0.72,Very Good,I,VS1,56.0,2401
0.7,Good,E,SI1,64.0,2370
0.57,Good,G,VS2,66.0,1816
0.56,Premium,D,SI1,60.0,1605
0.59,Very Good,D,VS2,56.7,2200
0.31,Very Good,E,SI1,55.0,651
0.7,Ideal,F,SI1,56.0,2671
0.32,Ideal,D,VS2,55.0,972
1.3,Very Good,H,VS1,56.0,7747
0.3,Premium,H,VVS1,58.0,761
1.22,Good,J,SI1,57.0,4612
0.31,Ideal,G,VS1,57.0,645
1.57,Premium,H,VVS2,56.0,12098
0.51,Fair,H,VS1,64.0,1234
1.0,Very Good,F,SI1,56.0,4643
0.56,Ideal,E,VVS2,57.0,2429
0.37,Ideal,E,SI1,54.0,833
1.59,Very Good,I,VS2,63.0,10106
0.51,Ideal,F,VS2,56.0,1687
0.59,Very Good,G,SI1,57.0,1412
0.43,Ideal,H,IF,55.0,1151
0.35,Ideal,D,VS2,56.0,829
0.28,Very Good,F,VS1,59.0,487
1.53,Premium,G,VS1,59.0,13119
0.52,Premium,F,VS2,57.0,1651
0.7,Very Good,F,VS2,58.0,2552
1.01,Good,D,VS2,62.0,6563
0.71,Ideal,E,SI1,57.0,2329
0.32,Ideal,G,IF,53.0,918
0.72,Ideal,I,VS2,56.0,2650
0.3,Ideal,E,IF,55.0,957
1.0,Premium,E,VS1,59.0,7744
1.02,Ideal,D,IF,57.0,15575
0.91,Very Good,F,VS2,58.0,4917
0.41,Ideal,J,VS1,54.5,674
0.92,Ideal,I,SI1,57.0,4488
0.42,Premium,G,SI1,59.0,920
0.57,Premium,E,VS2,59.0,2274
0.58,Very Good,E,VS2,59.0,1906
0.26,Very Good,E,VVS2,58.0,554
1.5,Good,J,VS2,60.0,7368
0.58,Premium,E,VS1,58.0,2297
1.06,Ideal,E,SI2,55.0,5223
1.01,Very Good,I,SI2,58.0,3309
0.39,Very Good,J,VVS1,58.0,718
0.54,Ideal,E,SI1,56.0,1422
0.3,Ideal,G,VS1,56.0,776
1.06,Premium,E,SI1,61.0,5485
0.7,Fair,G,SI2,56.0,2208
0.74,Very Good,E,VVS2,59.0,3616
1.0,Premium,G,I1,60.0,2264
1.01,Good,E,VS2,55.0,5829
0.9,Ideal,G,SI1,59.0,4008
0.51,Very Good,I,SI2,56.0,1105
0.51,Very Good,F,VS2,60.0,1601
0.55,Premium,F,SI2,58.0,1263
0.49,Premium,H,VS2,62.0,1103
0.3,Premium,H,VS1,58.0,675
0.92,Ideal,F,VS2,56.0,5805
0.35,Very Good,E,SI1,57.0,614
0.56,Premium,D,SI1,60.0,1723
0.42,Premium,E,VS2,59.0,958
1.05,Very Good,D,SI1,56.0,5821
1.05,Good,F,SI1,62.0,4729
0.58,Premium,G,VS1,58.0,2071
1.36,Ideal,G,VS1,56.0,10455
1.06,Ideal,D,SI2,55.0,5159
1.41,Ideal,F,VVS1,57.0,16545
1.01,Ideal,F,VS1,59.0,7056
1.31,Very Good,E,VS2,56.0,10094
0.41,Ideal,F,VVS2,55.0,1115
1.2,Ideal,E,VVS1,61.0,15185
1.03,Premium,E,VS1,59.0,7817
1.13,Ideal,I,VS2,56.0,4940
0.5,Ideal,J,VS2,57.0,1099
0.72,Ideal,E,VS2,55.0,3427
1.14,Very Good,I,SI1,56.0,4788
0.31,Ideal,G,VVS1,57.0,977
0.32,Ideal,D,VS2,55.0,842
1.0,Good,E,SI2,61.0,3819
0.36,Ideal,H,VS2,55.0,568
0.3,Ideal,H,VS1,54.0,526
0.55,Ideal,E,VS1,55.0,2079
0.7,Ideal,I,SI1,59.0,2083
0.7,Ideal,F,SI1,57.0,2230
1.02,Ideal,E,VS2,56.0,6854
0.53,Premium,G,VS2,59.0,1607
1.0,Ideal,H,SI2,55.0,4580
0.33,Ideal,D,SI2,56.0,631
1.1,Premium,I,SI2,62.0,3271
1.5,Very Good,I,VS1,59.0,9759
1.03,Ideal,G,VVS1,56.0,8248
1.54,Premium,G,VS2,60.0,13292
0.5,Very Good,E,SI2,56.0,1154
0.55,Premium,D,VVS2,57.0,2366
0.41,Very Good,E,SI2,55.0,683
0.56,Very Good,G,SI2,58.0,1091
0.25,Good,E,VVS1,61.0,575
1.5,Very Good,J,VS2,63.0,7308
1.51,Very Good,F,VS1,60.0,14481
0.7,Good,F,SI2,59.0,2390
0.27,Ideal,H,VVS2,55.0,496
0.87,Ideal,H,SI2,57.0,2307
0.36,Ideal,J,SI1,53.0,439
1.5,Premium,H,SI1,58.0,9697
0.38,Premium,J,VS1,60.0,600
0.7,Premium,H,SI1,58.0,2155
2.07,Fair,D,SI2,60.0,13016
0.31,Ideal,F,VVS1,56.0,897
0.38,Ideal,E,VS2,55.0,1112
1.52,Ideal,G,VS2,57.0,12840
0.53,Ideal,H,VS2,56.0,1435
0.51,Ideal,F,VS1,55.0,2085
0.3,Premium,G,IF,59.0,895
1.21,Good,E,SI1,58.0,6861
1.02,Ideal,F,VS2,57.0,7632
0.43,Premium,G,SI1,56.0,968
2.08,Ideal,I,SI2,56.0,15132
0.91,Ideal,E,SI1,57.0,4706
0.32,Ideal,H,SI1,56.0,430
0.42,Ideal,G,SI1,54.0,799
1.1,Ideal,F,SI1,55.0,6146
1.53,Ideal,F,SI1,55.0,11525
0.4,Ideal,E,SI1,57.0,882
0.71,Very Good,J,VS1,58.0,2061
0.36,Ideal,E,SI1,56.0,631
0.31,Ideal,E,SI1,57.0,698
0.25,Very Good,E,VVS1,56.0,560
1.26,Premium,D,VVS2,58.0,14663
0.71,Ideal,G,SI1,57.0,2386
1.14,Premium,D,SI2,58.0,4972
0.54,Ideal,D,VS2,57.0,1993
0.27,Very Good,E,VS1,59.0,470
1.2,Very Good,I,SI1,62.0,5226
2.01,Very Good,J,VS2,59.0,13109
0.7,Premium,E,SI2,60.0,2376
1.01,Premium,H,SI1,60.0,4836
0.7,Premium,J,IF,59.0,2150
1.09,Premium,G,VS2,59.0,6906
1.53,Premium,F,SI2,60.0,9424
0.38,Ideal,D,VVS2,57.0,1200
0.65,Ideal,D,VS2,57.0,2402
0.38,Premium,I,SI2,59.0,500
1.15,Ideal,G,SI1,55.0,6313
1.03,Premium,G,VS2,59.0,6327
0.9,Premium,G,VS2,56.0,4137
0.72,Very Good,G,SI1,57.0,2385
0.32,Very Good,G,VS2,57.0,524
0.56,Ideal,H,VVS2,57.0,1745
1.45,Premium,D,SI1,58.0,10800
0.41,Ideal,H,IF,55.0,1100
0.3,Premium,D,SI2,58.0,574
1.0,Good,F,VVS2,62.0,8079
0.29,Ideal,F,VS1,56.0,555
1.53,Very Good,H,SI1,60.0,9332
1.01,Very Good,E,VS2,58.0,6221
0.5,Very Good,I,SI1,57.0,1087
0.42,Ideal,G,VVS2,56.0,798
0.32,Ideal,E,IF,57.0,1300
1.0,Good,F,SI1,60.0,4586
0.7,Premium,F,SI1,59.0,2268
1.74,Premium,H,SI2,59.0,10270
0.32,Very Good,F,VS2,57.0,773
0.9,Premium,I,VS2,62.0,3276
1.27,Premium,E,SI1,59.0,7980
0.3,Premium,G,VVS2,56.0,878
0.5,Very Good,E,VVS2,61.0,2083
0.37,Very Good,E,VS1,59.0,784
0.27,Ideal,H,VS2,57.0,397
1.5,Good,D,SI2,64.0,7722
0.52,Very Good,E,VS2,57.0,1689
0.55,Premium,F,VS2,58.0,2376
0.83,Premium,J,SI1,59.0,2022
1.07,Ideal,F,SI2,57.0,4678
0.31,Ideal,E,VS2,54.0,872
0.71,Ideal,D,SI1,56.0,3316
0.39,Ideal,G,VVS2,57.0,902
1.24,Ideal,I,SI1,58.0,6232
1.21,Very Good,F,VVS2,58.0,11455
1.0,Premium,J,SI1,57.0,3416
0.41,Premium,G,SI1,59.0,923
1.53,Ideal,G,SI2,56.0,9468
0.31,Ideal,F,VVS2,56.0,761
0.3,Ideal,G,VS1,57.0,776
1.0,Very Good,J,SI2,54.0,3991
0.35,Ideal,G,VS2,53.0,615
1.01,Ideal,G,VS1,57.0,6618
0.3,Ideal,E,SI2,54.0,401
1.06,Premium,I,SI2,57.0,2968
1.03,Premium,G,VVS2,59.0,7729
1.52,Premium,F,SI2,59.0,8342
1.01,Ideal,I,SI1,59.0,4518
0.9,Premium,G,VS2,58.0,4137
0.7,Ideal,H,VVS1,57.0,3175
1.17,Ideal,I,SI2,56.0,4488
1.2,Premium,F,SI2,59.0,5332
0.5,Ideal,D,SI1,54.0,1404
0.38,Ideal,E,VVS2,55.0,1100
1.37,Premium,H,VS2,59.0,8562
0.25,Ideal,E,VVS1,53.0,783
0.4,Ideal,E,VVS2,56.0,1056
1.05,Ideal,E,VS1,56.0,9160
0.32,Very Good,E,VS2,54.0,702
0.7,Fair,J,I1,59.0,1066
0.24,Very Good,E,VVS1,55.0,485
1.51,Premium,G,VS1,58.0,13293
0.54,Very Good,E,VS1,58.0,1676
0.92,Ideal,E,SI1,54.6,4258
2.0,Ideal,I,VS1,57.0,17889
1.03,Ideal,E,SI1,57.0,5234
0.41,Good,E,VS2,59.0,772
1.2,Ideal,G,VS1,55.0,9625
0.31,Ideal,G,VS2,53.0,562
0.71,Very Good,H,SI1,57.0,2207
0.55,Ideal,F,VVS2,54.0,2581
0.3,Very Good,H,SI1,63.0,421
0.4,Very Good,I,VVS1,57.0,1080
0.41,Premium,E,SI2,60.0,771
0.32,Ideal,G,VS2,57.0,561
0.31,Very Good,F,VS2,61.0,583
0.32,Premium,G,VS2,58.0,561
0.34,Ideal,I,VS1,56.0,555
0.78,Very Good,H,VS1,57.1,2854
1.15,Ideal,F,VVS2,55.0,8903
0.3,Ideal,E,VVS1,56.0,956
0.3,Ideal,E,VS1,57.0,911
1.01,Premium,G,SI2,58.0,4327
0.3,Very Good,G,VVS2,59.0,598
1.51,Very Good,G,VS2,58.0,11161
1.0,Good,J,VS2,59.0,3580
0.51,Ideal,D,VS2,57.0,1787
0.7,Good,F,VS1,63.0,2819
1.52,Premium,H,VVS2,58.0,11979
0.72,Good,G,SI2,59.0,2333
0.39,Very Good,G,VS2,57.0,1009
2.37,Ideal,H,SI2,55.0,16937
0.73,Premium,G,VS1,58.0,2841
0.5,Very Good,D,VS2,57.0,1819
1.35,Very Good,H,VVS2,56.0,8644
1.01,Very Good,F,VVS2,56.0,8525
0.77,Premium,E,VS1,56.0,3260
1.7,Ideal,H,VS1,55.0,13949
0.39,Premium,G,VVS1,59.0,1095
0.91,Premium,H,SI1,52.0,2935
0.36,Premium,G,VS1,59.0,932
0.24,Ideal,G,VS1,56.0,442
0.72,Very Good,I,VS1,57.0,2369
1.01,Premium,E,VS2,58.0,6787
0.91,Ideal,D,SI1,55.0,5535
1.5,Good,I,VS2,60.0,8316
1.37,Premium,G,VS1,60.0,10412
0.55,Ideal,E,VS1,56.0,2001
0.5,Premium,F,VS2,58.0,1654
0.33,Ideal,I,IF,55.0,694
0.43,Premium,G,VS2,58.0,1113
0.3,Premium,G,VS1,58.0,776
0.49,Ideal,D,VS1,55.0,1934
0.7,Very Good,G,VS1,59.0,2676
1.2,Very Good,F,VS2,58.0,8232
1.21,Very Good,H,SI1,56.0,6022
0.42,Ideal,E,VVS2,56.0,1216
0.5,Very Good,F,SI1,60.0,1250
0.5,Very Good,G,VVS2,61.0,1715
1.01,Ideal,F,SI1,54.0,6039
0.31,Ideal,E,VVS1,56.0,865
1.06,Premium,G,SI1,59.0,5113
0.79,Very Good,H,SI1,57.0,2649
0.41,Premium,F,SI1,60.0,755
0.7,Very Good,D,VS2,56.0,2826
1.62,Ideal,I,VS2,55.0,11217
1.1,Very Good,H,SI1,56.0,4414
0.54,Premium,D,VS1,58.0,1994
1.23,Premium,H,SI1,58.0,5183
0.41,Ideal,E,SI2,55.0,876
0.34,Good,F,SI2,56.0,536
1.24,Ideal,H,SI1,57.0,6254
1.04,Ideal,G,VS2,56.0,7415
0.35,Ideal,I,VS2,57.0,630
1.07,Very Good,J,VVS2,60.0,5661
0.42,Ideal,I,VVS1,57.0,884
1.13,Very Good,G,SI1,60.0,5280
0.7,Premium,H,VVS1,60.0,2840
0.8,Premium,F,VS1,59.0,3813
0.51,Premium,F,SI1,60.0,1406
1.12,Very Good,E,SI2,63.0,3864
2.01,Very Good,H,SI2,56.0,12829
1.63,Ideal,G,VS1,55.0,15840
0.71,Very Good,G,SI1,59.0,2711
1.03,Premium,J,SI1,54.0,4153
1.7,Very Good,I,VS1,59.0,11514
0.5,Very Good,H,VS2,55.0,1411
1.06,Premium,H,SI1,58.0,4872
0.33,Ideal,E,VS2,56.0,928
1.51,Premium,E,VS2,59.0,14300
0.51,Fair,F,VVS2,66.0,4368
0.9,Very Good,D,SI1,63.0,4068
0.9,Fair,G,I1,58.0,1939
0.34,Ideal,F,VS2,54.0,880
0.9,Ideal,G,SI2,55.0,4077
0.62,Ideal,I,SI1,54.0,1271
0.3,Premium,D,SI1,58.0,709
0.9,Very Good,E,SI1,60.0,3748
0.31,Ideal,D,VS2,56.0,942
1.71,Premium,G,SI2,57.0,11227
1.27,Ideal,H,SI1,57.0,6635
0.42,Ideal,D,VS2,56.0,948
0.82,Premium,E,SI2,59.0,2593
1.57,Fair,H,VS1,66.0,8133
1.13,Very Good,E,SI2,62.0,3967
0.43,Very Good,F,VVS1,56.0,1358
0.35,Ideal,E,VS1,55.1,771
0.34,Very Good,I,VS2,57.0,477
0.29,Fair,D,VS2,62.0,592
0.75,Very Good,J,SI1,57.0,1958
0.9,Premium,I,SI1,60.0,3377
0.51,Premium,D,VS2,59.0,1807
0.92,Premium,E,SI1,58.0,4482
0.98,Fair,F,SI2,66.0,2958
0.54,Premium,G,SI1,59.0,1389
1.0,Premium,H,VS2,62.0,4514
0.31,Ideal,E,VVS1,57.0,924
1.03,Fair,I,SI2,56.0,3530
1.0,Ideal,D,SI1,55.0,5639
0.72,Ideal,I,VS2,55.0,2312
0.41,Ideal,E,VS1,57.0,1079
1.12,Good,I,VS2,55.0,4766
1.07,Very Good,E,SI1,63.0,4314
2.2,Ideal,H,SI2,58.0,16530
0.63,Very Good,H,VVS1,57.0,2127
0.7,Fair,E,SI2,53.0,2092
0.32,Ideal,D,SI2,55.0,612
0.6,Premium,G,VVS2,60.0,2105
0.4,Ideal,G,VVS1,55.0,1043
2.01,Ideal,J,SI1,57.0,12607
0.78,Ideal,I,VS2,55.0,2834
0.5,Premium,D,VS2,60.0,1431
0.68,Very Good,F,SI1,57.9,1964
0.37,Premium,D,SI1,59.0,874
0.36,Very Good,D,VS2,56.0,759
0.85,Ideal,H,SI1,57.0,3183
0.3,Premium,G,VVS1,58.0,789
0.9,Very Good,D,SI2,58.0,3918
0.55,Ideal,F,VS2,56.0,1819
1.01,Good,G,VS2,64.0,5538
1.01,Very Good,D,VS2,58.0,6905
1.03,Premium,E,VS1,58.0,8629
0.3,Premium,E,SI1,60.0,526
0.7,Ideal,H,VS1,57.0,3185
0.76,Ideal,E,SI2,56.0,2978
0.58,Ideal,E,VVS2,56.0,2551
0.71,Ideal,D,VS2,56.0,3135
2.55,Premium,I,VS1,62.0,18766
0.7,Premium,H,VS2,59.0,2010
0.9,Very Good,F,SI1,60.0,3854
1.59,Ideal,J,VVS2,57.0,8227
1.02,Ideal,H,SI2,55.0,2856
0.56,Ideal,E,VS1,57.0,1978
0.63,Very Good,G,VS1,57.0,2241
0.31,Ideal,E,VVS2,56.0,837
2.04,Very Good,J,VS2,58.0,13609
0.4,Ideal,E,VS2,56.0,912
0.7,Very Good,H,VVS2,57.0,2558
0.3,Very Good,D,VVS2,55.0,754
0.32,Ideal,I,VS2,55.0,449
0.5,Ideal,F,VS1,55.0,1731
0.91,Good,D,SI2,62.0,3660
0.3,Ideal,H,IF,54.0,764
1.51,Good,I,VS1,56.0,8975
0.34,Ideal,H,IF,56.0,863
1.51,Premium,F,SI2,59.0,7441
0.44,Ideal,F,VVS2,55.0,1196
1.0,Very Good,H,SI1,58.0,4953
1.52,Good,G,VS1,58.0,13903
1.0,Fair,H,VS1,68.0,4368
0.37,Premium,E,VS2,59.0,692
0.3,Premium,D,VS2,58.0,710
0.72,Ideal,I,VVS2,53.0,2340
1.02,Premium,G,SI2,58.0,3027
0.75,Ideal,I,VS2,59.0,2680
0.8,Good,E,SI2,65.0,2640
0.37,Very Good,E,VS2,55.0,728
0.34,Ideal,D,I1,57.0,530
1.03,Ideal,G,VS1,56.0,6659
1.23,Ideal,D,VVS1,57.0,16253
0.51,Very Good,G,SI1,59.0,1243
0.38,Ideal,D,VVS2,57.0,1257
0.9,Very Good,G,SI2,57.0,3391
0.39,Good,E,VS2,56.0,830
0.5,Ideal,E,VS1,55.0,1724
0.41,Ideal,J,VS1,57.0,830
2.11,Ideal,I,VS2,61.0,16512
0.75,Very Good,F,SI2,56.0,2840
0.4,Ideal,E,VVS2,56.0,1238
0.31,Ideal,F,VS2,57.0,625
0.9,Good,G,VS2,62.0,4135
0.58,Ideal,F,VS1,57.0,1979
0.3,Ideal,E,VVS2,55.0,837
0.7,Very Good,G,SI2,58.0,2057
1.0,Very Good,G,VS2,55.0,7743
0.5,Premium,E,VS2,60.0,1676
0.41,Ideal,D,VS2,56.0,1076
0.4,Ideal,D,SI2,56.0,855
0.32,Ideal,F,VVS1,56.0,912
0.77,Very Good,G,VS2,60.0,2896
0.7,Ideal,D,VVS2,55.0,5539
1.52,Premium,E,VS1,60.0,16779
0.51,Premium,D,SI1,60.0,1687
0.9,Fair,J,VS1,58.0,2964
0.73,Ideal,I,VS2,56.0,2756
0.38,Ideal,E,VVS2,54.5,1073
1.14,Ideal,G,IF,57.0,10313
0.5,Premium,D,SI1,61.0,1654
0.38,Ideal,H,SI1,54.0,671
0.35,Ideal,J,VVS1,53.0,540
0.37,Premium,E,VS2,57.0,1041
0.35,Ideal,H,IF,54.0,887
2.0,Good,F,SI1,62.0,18069
0.37,Premium,G,VS2,60.0,649
0.57,Ideal,G,VS1,56.0,1851
0.51,Ideal,E,SI2,56.0,1098
0.7,Very Good,F,SI1,54.0,2278
0.37,Very Good,E,SI2,55.0,541
0.3,Premium,G,VS1,60.0,605
0.31,Ideal,D,VS2,55.0,734
0.61,Premium,F,SI2,58.0,1303
0.7,Ideal,E,VS2,59.0,3201
0.42,Ideal,E,VS1,57.0,1177
1.1,Premium,H,SI2,57.0,4558
1.0,Ideal,E,VS2,55.0,6989
1.22,Ideal,I,SI1,57.0,6012
1.22,Ideal,G,VVS1,56.0,10888
0.52,Very Good,G,VS2,58.0,1423
0.36,Premium,G,VS1,59.0,726
0.73,Fair,F,SI2,65.0,2164
1.71,Ideal,G,VS1,57.0,17204
0.31,Very Good,E,SI1,60.0,544
1.0,Ideal,E,VS2,57.0,7177
0.5,Premium,F,SI2,62.0,1031
0.31,Premium,H,VS2,61.0,628
2.37,Ideal,J,SI1,55.0,18508
0.92,Premium,D,SI2,59.0,3550
0.31,Ideal,E,VS2,54.0,680
0.42,Ideal,E,VS2,57.0,908
0.54,Premium,E,SI1,58.0,1637
1.51,Premium,H,SI2,58.0,8388
0.32,Good,E,SI1,54.0,524
1.5,Premium,G,VS1,58.0,13720
0.41,Very Good,E,VVS2,58.0,1133
0.34,Good,F,SI2,56.0,417
0.41,Very Good,G,VS2,57.0,800
0.41,Good,E,VS1,54.0,935
1.71,Premium,I,VS1,57.0,11246
2.11,Very Good,F,SI2,55.0,18071
0.3,Ideal,G,VS1,55.0,637
1.0,Fair,E,SI1,55.0,3696
1.05,Ideal,D,VS2,56.0,8451
0.9,Very Good,D,SI1,59.0,4068
0.32,Premium,G,VVS2,59.0,936
0.41,Ideal,G,SI1,56.0,861
1.22,Ideal,J,VS1,55.0,5649
1.18,Good,G,SI1,62.0,4678
0.36,Premium,E,VS2,59.0,1013
0.34,Very Good,H,VS1,57.0,765
1.21,Ideal,F,VS2,55.0,6261
1.5,Ideal,G,SI1,56.0,11180
0.7,Very Good,E,SI2,62.0,2230
0.42,Ideal,D,VVS2,55.0,1132
0.42,Ideal,D,VVS2,56.0,1389
0.4,Ideal,G,SI1,55.0,692
1.53,Ideal,G,SI1,57.0,11230
0.37,Premium,D,VVS2,59.0,1038
0.31,Premium,I,VVS2,58.0,544
1.03,Ideal,G,SI1,57.0,5653
2.01,Very Good,H,SI1,60.0,17476
0.7,Very Good,E,SI1,57.0,2604
1.19,Premium,I,VS1,61.0,5747
0.75,Very Good,I,SI1,58.0,2180
1.6,Premium,I,VS2,58.0,9784
0.5,Premium,E,VS2,60.0,1629
0.44,Ideal,D,VS1,55.0,1235
0.31,Premium,E,VS1,60.0,816
0.33,Ideal,H,VVS2,57.0,666
1.1,Very Good,G,IF,56.0,9053
1.0,Fair,G,VVS2,55.0,4534
1.23,Ideal,I,VVS1,57.0,6989
0.71,Good,F,IF,62.0,3393
0.3,Ideal,E,VS2,54.0,658
0.4,Premium,F,VS2,58.0,1080
0.7,Premium,G,VS2,62.0,2550
1.11,Premium,F,VS2,58.0,7371
0.36,Premium,D,SI2,60.0,689
0.9,Very Good,F,VS1,59.0,4961
1.01,Premium,F,SI2,60.0,4197
0.51,Premium,D,SI1,59.0,1687
1.26,Ideal,E,VVS2,57.0,14300
0.3,Ideal,H,SI1,56.0,465
0.74,Ideal,H,VS2,55.0,3178
0.7,Premium,F,SI2,56.0,2184
0.57,Ideal,F,VS1,55.0,2065
0.71,Ideal,E,SI1,53.0,2258
1.5,Ideal,F,VS2,55.0,14242
0.77,Ideal,E,SI1,57.0,3189
1.24,Ideal,H,VVS2,56.0,8069
0.32,Ideal,H,IF,56.0,796
0.73,Very Good,E,VS2,58.0,3307
1.09,Premium,H,SI1,57.0,5219
0.3,Ideal,D,SI2,55.0,447
1.55,Ideal,F,VS2,54.0,15426
0.79,Ideal,I,VVS2,56.0,4092
0.78,Very Good,H,SI2,56.0,2265
0.42,Ideal,G,VVS1,56.0,1235
0.23,Ideal,E,VS2,57.0,423
0.34,Ideal,F,VS2,55.0,726
0.72,Premium,E,IF,60.0,3951
1.21,Very Good,F,SI2,57.0,5290
0.32,Premium,J,VS1,58.0,540
0.41,Premium,D,SI2,60.0,795
0.55,Premium,F,SI1,57.0,1415
1.41,Ideal,H,SI2,56.0,7324
0.32,Premium,F,VS2,59.0,828
0.71,Ideal,F,VS2,56.0,2917
0.34,Ideal,G,VVS1,53.0,863
0.81,Good,D,SI2,55.0,2604
0.51,Good,H,SI1,56.0,1227
0.33,Premium,I,VS1,60.0,668
2.25,Premium,H,SI1,61.0,17233
1.15,Very Good,I,SI1,60.0,4851
0.36,Very Good,D,VVS1,59.0,1119
0.28,Ideal,I,VS1,55.0,448
0.82,Ideal,G,SI2,56.0,2692
0.56,Ideal,D,SI1,57.0,1723
1.01,Good,F,SI1,58.0,4369
0.7,Premium,J,VS1,62.0,1953
0.33,Ideal,J,VS1,54.0,451
2.03,Very Good,I,VS2,59.0,16422
1.03,Premium,H,SI1,60.0,4843
1.01,Good,G,SI1,55.0,4064
0.73,Ideal,H,SI1,56.0,2269
0.3,Ideal,G,VS1,55.0,776
1.21,Ideal,I,SI2,56.0,5091
0.43,Ideal,G,SI2,56.0,935
0.61,Very Good,D,VS1,57.0,2096
0.31,Very Good,D,SI1,56.0,732
2.01,Very Good,D,SI2,63.0,12639
0.37,Good,D,SI1,55.0,874
0.24,Very Good,D,VVS1,59.0,478
0.7,Premium,E,VS1,57.0,2818
0.6,Premium,D,SI2,57.0,1196
0.9,Premium,H,VS2,59.0,4082
0.52,Ideal,E,SI1,55.0,1577
0.93,Very Good,D,SI1,59.0,4527
1.02,Premium,G,VS2,59.0,5250
0.32,Ideal,F,VVS1,56.0,990
0.46,Very Good,F,VVS1,56.0,1838
0.31,Ideal,H,VVS1,55.0,707
0.79,Fair,G,SI1,76.0,2362
0.42,Good,G,VVS1,55.0,1179
0.51,Very Good,G,VVS1,56.0,2005
0.6,Ideal,E,VS2,53.8,2137
1.48,Good,G,IF,61.0,15164
0.51,Ideal,D,VS1,57.0,1779
0.41,Premium,F,VS1,58.0,1076
0.74,Premium,F,SI2,60.0,2383
0.71,Premium,H,VS1,57.0,2572
0.9,Premium,E,SI1,56.0,4502
0.64,Good,J,SI2,54.0,1141
0.94,Very Good,E,SI2,60.0,3963
1.61,Premium,J,SI2,59.0,7245
0.52,Very Good,G,VS1,58.0,1621
0.3,Good,H,SI1,57.0,421
